mp_index,battery_formula,formula_discharge,framework_formula,preliminary_family,cv_group,average_voltage,target,protocol,model,y_true,y_pred_oof,abs_error,capacity_grav,energy_grav,stability_worst,target_property,best_model
16,Na0-6Cu9(PO4)8,Na6Cu9(PO4)8,Cu9(PO4)8,phosphate_or_NASICON_like,Cu9(PO4)8,4.016838964885053,average_voltage,C_strict_post_DFT,GradientBoosting,4.016838964885053,3.7481869996703736,0.268651965214679,,,,average_voltage,GradientBoosting
17,Na0-8Fe7(PO4)8,Na8Fe7(PO4)8,Fe7(PO4)8,phosphate_or_NASICON_like,Fe7(PO4)8,3.417543051551721,average_voltage,C_strict_post_DFT,GradientBoosting,3.417543051551721,3.240234995925072,0.1773080556266486,,,,average_voltage,GradientBoosting
18,Na1-2CuP2O7,Na2CuP2O7,CuP2O7,phosphate_or_NASICON_like,CuP2O7,4.083998061551728,average_voltage,C_strict_post_DFT,GradientBoosting,4.083998061551728,3.833733372949543,0.2502646886021855,,,,average_voltage,GradientBoosting
19,Na1-2CuP2O7,Na2CuP2O7,CuP2O7,phosphate_or_NASICON_like,CuP2O7,4.17689376405173,average_voltage,C_strict_post_DFT,GradientBoosting,4.17689376405173,3.749710907503391,0.4271828565483391,,,,average_voltage,GradientBoosting
20,Na1-3CuCSO7,Na3CuCSO7,CuCSO7,sulfate_like,CuCSO7,2.9306589190517203,average_voltage,C_strict_post_DFT,GradientBoosting,2.9306589190517203,2.712817929822625,0.2178409892290953,,,,average_voltage,GradientBoosting
21,Na1-2MnPCO7,Na2MnPCO7,MnPCO7,phosphate_or_NASICON_like,MnPCO7,3.877459166551734,average_voltage,C_strict_post_DFT,GradientBoosting,3.877459166551734,3.766988687053997,0.1104704794977369,,,,average_voltage,GradientBoosting
22,Na0-1FePO4,NaFePO4,FePO4,phosphate_or_NASICON_like,FePO4,3.072423191551724,average_voltage,C_strict_post_DFT,GradientBoosting,3.072423191551724,3.917877078418297,0.8454538868665726,,,,average_voltage,GradientBoosting
23,Na0-1FePO4,NaFePO4,FePO4,phosphate_or_NASICON_like,FePO4,3.003711521551725,average_voltage,C_strict_post_DFT,GradientBoosting,3.003711521551725,3.83506612695909,0.8313546054073653,,,,average_voltage,GradientBoosting
24,Na0-1FePO4,NaFePO4,FePO4,phosphate_or_NASICON_like,FePO4,3.014129111551721,average_voltage,C_strict_post_DFT,GradientBoosting,3.014129111551721,3.812448124729051,0.7983190131773301,,,,average_voltage,GradientBoosting
25,Na0-1MnO2,NaMnO2,MnO2,transition_metal_oxide_like,MnO2,2.387015871551721,average_voltage,C_strict_post_DFT,GradientBoosting,2.387015871551721,1.6642326786349393,0.7227831929167816,,,,average_voltage,GradientBoosting
26,Na0-0.67MnPO4,Na2Mn3(PO4)3,MnPO4,phosphate_or_NASICON_like,MnPO4,3.672976751551715,average_voltage,C_strict_post_DFT,GradientBoosting,3.672976751551715,3.882454694144103,0.2094779425923882,,,,average_voltage,GradientBoosting
27,Na0-0.5MnO2,NaMn2O4,MnO2,transition_metal_oxide_like,MnO2,3.183568416551725,average_voltage,C_strict_post_DFT,GradientBoosting,3.183568416551725,3.244095259146617,0.0605268425948923,,,,average_voltage,GradientBoosting
28,Na0-1Mn(PO3)3,NaMn(PO3)3,Mn(PO3)3,phosphate_or_NASICON_like,Mn(PO3)3,3.951715941551714,average_voltage,C_strict_post_DFT,GradientBoosting,3.951715941551714,3.947596389610289,0.0041195519414252,,,,average_voltage,GradientBoosting
29,Na2-3FeSiCO7,Na3FeSiCO7,FeSiCO7,silicate_like,FeSiCO7,3.868105926551724,average_voltage,C_strict_post_DFT,GradientBoosting,3.868105926551724,3.2417870996109865,0.6263188269407376,,,,average_voltage,GradientBoosting
30,Na3-6Fe2P(CO4)4,Na6Fe2P(CO4)4,Fe2P(CO4)4,phosphate_or_NASICON_like,Fe2P(CO4)4,3.359924674885058,average_voltage,C_strict_post_DFT,GradientBoosting,3.359924674885058,3.0249599741207147,0.3349647007643432,,,,average_voltage,GradientBoosting
31,Na4-6Mn2C4SO16,Na6Mn2C4SO16,Mn2C4SO16,sulfate_like,Mn2C4SO16,3.737696424051723,average_voltage,C_strict_post_DFT,GradientBoosting,3.737696424051723,3.255803566987447,0.4818928570642762,,,,average_voltage,GradientBoosting
32,Na4-6Mn2P(CO4)4,Na6Mn2P(CO4)4,Mn2P(CO4)4,phosphate_or_NASICON_like,Mn2P(CO4)4,3.8806216990517193,average_voltage,C_strict_post_DFT,GradientBoosting,3.8806216990517193,3.654910837522263,0.225710861529456,,,,average_voltage,GradientBoosting
33,Na2-3FeBPO7,Na3FeBPO7,FeBPO7,phosphate_or_NASICON_like,FeBPO7,3.662467991551725,average_voltage,C_strict_post_DFT,GradientBoosting,3.662467991551725,3.332725691383748,0.3297423001679771,,,,average_voltage,GradientBoosting
34,Na2-3MnBPO7,Na3MnBPO7,MnBPO7,phosphate_or_NASICON_like,MnBPO7,3.668716216551733,average_voltage,C_strict_post_DFT,GradientBoosting,3.668716216551733,3.2346561731988124,0.4340600433529205,,,,average_voltage,GradientBoosting
35,Na4-6Cu2C4SO16,Na6Cu2C4SO16,Cu2C4SO16,sulfate_like,Cu2C4SO16,3.7011811090517353,average_voltage,C_strict_post_DFT,GradientBoosting,3.7011811090517353,3.321449174318815,0.3797319347329204,,,,average_voltage,GradientBoosting
36,Na2-3CuPCO7,Na3CuPCO7,CuPCO7,phosphate_or_NASICON_like,CuPCO7,3.362398286551713,average_voltage,C_strict_post_DFT,GradientBoosting,3.362398286551713,3.22463521533029,0.1377630712214226,,,,average_voltage,GradientBoosting
37,Na0-3Ti2(PO4)3,Na3Ti2(PO4)3,Ti2(PO4)3,phosphate_or_NASICON_like,Ti2(PO4)3,2.3060194632183992,average_voltage,C_strict_post_DFT,GradientBoosting,2.3060194632183992,1.507587201221742,0.7984322619966573,,,,average_voltage,GradientBoosting
38,Na0-1Mn(GeO3)2,NaMn(GeO3)2,Mn(GeO3)2,transition_metal_oxide_like,Mn(GeO3)2,3.954146031551719,average_voltage,C_strict_post_DFT,GradientBoosting,3.954146031551719,3.856646782865981,0.0974992486857382,,,,average_voltage,GradientBoosting
39,Na0-2Ti3Fe(PO4)6,Na2Ti3Fe(PO4)6,Ti3Fe(PO4)6,phosphate_or_NASICON_like,Ti3Fe(PO4)6,4.137728261551732,average_voltage,C_strict_post_DFT,GradientBoosting,4.137728261551732,3.733321368762975,0.4044068927887574,,,,average_voltage,GradientBoosting
40,Na0-9Mn21O40,Na9Mn21O40,Mn21O40,transition_metal_oxide_like,Mn21O40,3.038901614329503,average_voltage,C_strict_post_DFT,GradientBoosting,3.038901614329503,3.080265182579687,0.0413635682501842,,,,average_voltage,GradientBoosting
41,Na2-3MnSiCO7,Na3MnSiCO7,MnSiCO7,silicate_like,MnSiCO7,3.170831431551722,average_voltage,C_strict_post_DFT,GradientBoosting,3.170831431551722,3.350076991060376,0.1792455595086535,,,,average_voltage,GradientBoosting
42,Na1-3GePCO7,Na3GePCO7,GePCO7,phosphate_or_NASICON_like,GePCO7,2.132724569051728,average_voltage,C_strict_post_DFT,GradientBoosting,2.132724569051728,2.692975429422207,0.5602508603704788,,,,average_voltage,GradientBoosting
43,Na0-1Fe(PO3)3,NaFe(PO3)3,Fe(PO3)3,phosphate_or_NASICON_like,Fe(PO3)3,3.273735689051709,average_voltage,C_strict_post_DFT,GradientBoosting,3.273735689051709,4.404619692901125,1.1308840038494163,,,,average_voltage,GradientBoosting
44,Na0-0.5Cu3O4,Na(Cu3O4)2,Cu3O4,transition_metal_oxide_like,Cu3O4,3.938330566551716,average_voltage,C_strict_post_DFT,GradientBoosting,3.938330566551716,3.807108964763323,0.1312216017883929,,,,average_voltage,GradientBoosting
45,Na1-3SnPCO7,Na3SnPCO7,SnPCO7,phosphate_or_NASICON_like,SnPCO7,2.060048156551726,average_voltage,C_strict_post_DFT,GradientBoosting,2.060048156551726,2.286855558922158,0.226807402370432,,,,average_voltage,GradientBoosting
46,Na0.33-0.67FePO4,Na2Fe3(PO4)3,FePO4,phosphate_or_NASICON_like,FePO4,3.751246721551734,average_voltage,C_strict_post_DFT,GradientBoosting,3.751246721551734,4.156298135296452,0.4050514137447178,,,,average_voltage,GradientBoosting
47,Na2-3CuBSO7,Na3CuBSO7,CuBSO7,sulfate_like,CuBSO7,3.032991951551726,average_voltage,C_strict_post_DFT,GradientBoosting,3.032991951551726,2.802141787530362,0.2308501640213638,,,,average_voltage,GradientBoosting
48,Na2-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,phosphate_or_NASICON_like,MnPCO7,3.155611796551742,average_voltage,C_strict_post_DFT,GradientBoosting,3.155611796551742,3.284870777585931,0.1292589810341891,,,,average_voltage,GradientBoosting
49,Na2-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,phosphate_or_NASICON_like,MnPCO7,3.165659641551745,average_voltage,C_strict_post_DFT,GradientBoosting,3.165659641551745,3.284870777585931,0.1192111360341861,,,,average_voltage,GradientBoosting
50,Na2-2.5MnPCO7,Na5Mn2P2(CO7)2,MnPCO7,phosphate_or_NASICON_like,MnPCO7,3.099622796551703,average_voltage,C_strict_post_DFT,GradientBoosting,3.099622796551703,3.270657266133901,0.1710344695821981,,,,average_voltage,GradientBoosting
51,Na2-3MnBSO7,Na3MnBSO7,MnBSO7,sulfate_like,MnBSO7,2.614881566551734,average_voltage,C_strict_post_DFT,GradientBoosting,2.614881566551734,3.178789346565938,0.5639077800142038,,,,average_voltage,GradientBoosting
52,Na4-6Sn2C4SO16,Na6Sn2C4SO16,Sn2C4SO16,sulfate_like,Sn2C4SO16,2.800981544051726,average_voltage,C_strict_post_DFT,GradientBoosting,2.800981544051726,3.4437286506863303,0.6427471066346042,,,,average_voltage,GradientBoosting
53,Na5-7Cu7O13,Na7Cu7O13,Cu7O13,transition_metal_oxide_like,Cu7O13,2.982477596551721,average_voltage,C_strict_post_DFT,GradientBoosting,2.982477596551721,2.827533633512161,0.1549439630395599,,,,average_voltage,GradientBoosting
54,Na0-1CaFe2(SiO3)4,NaCaFe2(SiO3)4,CaFe2(SiO3)4,silicate_like,CaFe2(SiO3)4,2.733554456551705,average_voltage,C_strict_post_DFT,GradientBoosting,2.733554456551705,3.6249733673390376,0.8914189107873325,,,,average_voltage,GradientBoosting
55,Na0-1MgMn4O8,NaMgMn4O8,MgMn4O8,transition_metal_oxide_like,MgMn4O8,2.445934506551726,average_voltage,C_strict_post_DFT,GradientBoosting,2.445934506551726,2.963371161238491,0.5174366546867648,,,,average_voltage,GradientBoosting
56,Na0-2MnH4(SO5)2,Na2MnH4(SO5)2,MnH4(SO5)2,sulfate_like,MnH4(SO5)2,4.239597669051729,average_voltage,C_strict_post_DFT,GradientBoosting,4.239597669051729,3.8542375621500167,0.3853601069017127,,,,average_voltage,GradientBoosting
57,Na0-3Cr2(PO4)3,Na3Cr2(PO4)3,Cr2(PO4)3,phosphate_or_NASICON_like,Cr2(PO4)3,4.291304676551717,average_voltage,C_strict_post_DFT,GradientBoosting,4.291304676551717,4.150035532841331,0.1412691437103861,,,,average_voltage,GradientBoosting
58,Na0-3.5Cr2(PO4)3,Na7Cr4(PO4)6,Cr2(PO4)3,phosphate_or_NASICON_like,Cr2(PO4)3,3.702667313694579,average_voltage,C_strict_post_DFT,GradientBoosting,3.702667313694579,3.636253055849978,0.0664142578446012,,,,average_voltage,GradientBoosting
59,Na0-3V2(PO4)3,Na3V2(PO4)3,V2(PO4)3,phosphate_or_NASICON_like,V2(PO4)3,3.348916998218388,average_voltage,C_strict_post_DFT,GradientBoosting,3.348916998218388,3.2424804180604787,0.1064365801579092,,,,average_voltage,GradientBoosting
60,Na0-1VPO5,NaVPO5,VPO5,phosphate_or_NASICON_like,VPO5,3.600908689051717,average_voltage,C_strict_post_DFT,GradientBoosting,3.600908689051717,3.643059776109608,0.0421510870578911,,,,average_voltage,GradientBoosting
61,Na1-3CrPCO7,Na3CrPCO7,CrPCO7,phosphate_or_NASICON_like,CrPCO7,3.031012679051716,average_voltage,C_strict_post_DFT,GradientBoosting,3.031012679051716,3.3751751976279083,0.3441625185761925,,,,average_voltage,GradientBoosting
62,Na0-3V2(PO4)3,Na3V2(PO4)3,V2(PO4)3,phosphate_or_NASICON_like,V2(PO4)3,3.125016097385055,average_voltage,C_strict_post_DFT,GradientBoosting,3.125016097385055,3.104389552445599,0.0206265449394562,,,,average_voltage,GradientBoosting
63,Na0-1.29V2O5,Na9V14O35,V2O5,transition_metal_oxide_like,V2O5,3.211356015440613,average_voltage,C_strict_post_DFT,GradientBoosting,3.211356015440613,2.8570491226624526,0.3543068927781605,,,,average_voltage,GradientBoosting
64,Na1-3VSiCO7,Na3VSiCO7,VSiCO7,silicate_like,VSiCO7,2.9326560578017262,average_voltage,C_strict_post_DFT,GradientBoosting,2.9326560578017262,3.134320740830635,0.2016646830289086,,,,average_voltage,GradientBoosting
65,Na0-1VPO5,NaVPO5,VPO5,phosphate_or_NASICON_like,VPO5,3.419470574051725,average_voltage,C_strict_post_DFT,GradientBoosting,3.419470574051725,3.1064554717992303,0.3130151022524945,,,,average_voltage,GradientBoosting
66,Na0-2V3O7,Na2V3O7,V3O7,transition_metal_oxide_like,V3O7,3.227863313218396,average_voltage,C_strict_post_DFT,GradientBoosting,3.227863313218396,3.1465071167614687,0.0813561964569271,,,,average_voltage,GradientBoosting
67,Na0-1VPO5,NaVPO5,VPO5,phosphate_or_NASICON_like,VPO5,3.337510494051724,average_voltage,C_strict_post_DFT,GradientBoosting,3.337510494051724,3.031581489789464,0.3059290042622602,,,,average_voltage,GradientBoosting
68,Na0-1Cr3O8,NaCr3O8,Cr3O8,transition_metal_oxide_like,Cr3O8,4.337746056551726,average_voltage,C_strict_post_DFT,GradientBoosting,4.337746056551726,3.990876624546648,0.3468694320050778,,,,average_voltage,GradientBoosting
69,Na0-1V2O5,NaV2O5,V2O5,transition_metal_oxide_like,V2O5,3.266735261551719,average_voltage,C_strict_post_DFT,GradientBoosting,3.266735261551719,2.925567426344142,0.3411678352075773,,,,average_voltage,GradientBoosting
70,Na0-1Mo(PO4)2,NaMo(PO4)2,Mo(PO4)2,phosphate_or_NASICON_like,Mo(PO4)2,4.090156524051739,average_voltage,C_strict_post_DFT,GradientBoosting,4.090156524051739,3.516686481393416,0.573470042658323,,,,average_voltage,GradientBoosting
71,Na0-1VP2O7,NaVP2O7,VP2O7,phosphate_or_NASICON_like,VP2O7,3.607397424051729,average_voltage,C_strict_post_DFT,GradientBoosting,3.607397424051729,3.926534670575416,0.3191372465236863,,,,average_voltage,GradientBoosting
72,Na0-1VP2O7,NaVP2O7,VP2O7,phosphate_or_NASICON_like,VP2O7,3.586303236551732,average_voltage,C_strict_post_DFT,GradientBoosting,3.586303236551732,3.9398817484069713,0.3535785118552392,,,,average_voltage,GradientBoosting
73,Na1-3VPCO7,Na3VPCO7,VPCO7,phosphate_or_NASICON_like,VPCO7,2.440613730301724,average_voltage,C_strict_post_DFT,GradientBoosting,2.440613730301724,2.9454999210904766,0.5048861907887527,,,,average_voltage,GradientBoosting
74,Na0-1V2P2O9,NaV2P2O9,V2P2O9,phosphate_or_NASICON_like,V2P2O9,4.149546079051721,average_voltage,C_strict_post_DFT,GradientBoosting,4.149546079051721,4.092714861109974,0.0568312179417462,,,,average_voltage,GradientBoosting
75,Na1-2V(PO4)2,Na2V(PO4)2,V(PO4)2,phosphate_or_NASICON_like,V(PO4)2,3.8704488865517312,average_voltage,C_strict_post_DFT,GradientBoosting,3.8704488865517312,3.490716012594453,0.3797328739572783,,,,average_voltage,GradientBoosting
76,Na0-1Cr(GeO3)2,NaCr(GeO3)2,Cr(GeO3)2,transition_metal_oxide_like,Cr(GeO3)2,4.347084786551722,average_voltage,C_strict_post_DFT,GradientBoosting,4.347084786551722,4.185928462833196,0.1611563237185258,,,,average_voltage,GradientBoosting
77,Na1-2BiPCO7,Na2BiPCO7,BiPCO7,phosphate_or_NASICON_like,BiPCO7,4.461097456551716,average_voltage,C_strict_post_DFT,GradientBoosting,4.461097456551716,3.993337182748434,0.467760273803282,,,,average_voltage,GradientBoosting
78,Na0-1V2O5,NaV2O5,V2O5,transition_metal_oxide_like,V2O5,2.995272471551725,average_voltage,C_strict_post_DFT,GradientBoosting,2.995272471551725,2.457289785373314,0.5379826861784109,,,,average_voltage,GradientBoosting
79,Na0-3Mo4P5O24,Na3Mo4P5O24,Mo4P5O24,phosphate_or_NASICON_like,Mo4P5O24,3.616627704885051,average_voltage,C_strict_post_DFT,GradientBoosting,3.616627704885051,3.557233950095107,0.0593937547899439,,,,average_voltage,GradientBoosting
80,Na1-2NdPCO7,Na2NdPCO7,NdPCO7,phosphate_or_NASICON_like,NdPCO7,4.186945046551717,average_voltage,C_strict_post_DFT,GradientBoosting,4.186945046551717,3.500435479619504,0.6865095669322132,,,,average_voltage,GradientBoosting
81,Na2-3CrSiCO7,Na3CrSiCO7,CrSiCO7,silicate_like,CrSiCO7,3.459963181551732,average_voltage,C_strict_post_DFT,GradientBoosting,3.459963181551732,3.350511555470184,0.1094516260815483,,,,average_voltage,GradientBoosting
82,Na0-1MoP2O7,NaMoP2O7,MoP2O7,phosphate_or_NASICON_like,MoP2O7,3.185216206551719,average_voltage,C_strict_post_DFT,GradientBoosting,3.185216206551719,3.659303582877926,0.474087376326207,,,,average_voltage,GradientBoosting
83,Na0-1V(SiO3)2,NaV(SiO3)2,V(SiO3)2,silicate_like,V(SiO3)2,3.032066876551727,average_voltage,C_strict_post_DFT,GradientBoosting,3.032066876551727,4.04575017055541,1.0136832940036826,,,,average_voltage,GradientBoosting
84,Na0-1Mo2P3O13,NaMo2P3O13,Mo2P3O13,phosphate_or_NASICON_like,Mo2P3O13,3.91118607405173,average_voltage,C_strict_post_DFT,GradientBoosting,3.91118607405173,3.42206565149097,0.4891204225607599,,,,average_voltage,GradientBoosting
85,Na1-3SiSbCO7,Na3SiSbCO7,SiSbCO7,silicate_like,SiSbCO7,2.374212109051729,average_voltage,C_strict_post_DFT,GradientBoosting,2.374212109051729,2.9193794999196845,0.5451673908679555,,,,average_voltage,GradientBoosting
86,Na1-2V3P2O13,Na2V3P2O13,V3P2O13,phosphate_or_NASICON_like,V3P2O13,3.6936536090517262,average_voltage,C_strict_post_DFT,GradientBoosting,3.6936536090517262,3.6453795625804215,0.0482740464713047,,,,average_voltage,GradientBoosting
87,Na0-1Mo2P3O13,NaMo2P3O13,Mo2P3O13,phosphate_or_NASICON_like,Mo2P3O13,3.877630971551728,average_voltage,C_strict_post_DFT,GradientBoosting,3.877630971551728,3.566783834968,0.3108471365837282,,,,average_voltage,GradientBoosting
88,Na0-0.5VO2,NaV2O4,VO2,transition_metal_oxide_like,VO2,2.492623141551722,average_voltage,C_strict_post_DFT,GradientBoosting,2.492623141551722,3.146625492944163,0.6540023513924411,,,,average_voltage,GradientBoosting
89,Na0-0.67V2O5,Na2V6O15,V2O5,transition_metal_oxide_like,V2O5,3.211569766551733,average_voltage,C_strict_post_DFT,GradientBoosting,3.211569766551733,2.948666161849145,0.2629036047025881,,,,average_voltage,GradientBoosting
90,Na0-1Mo2P2O9,NaMo2P2O9,Mo2P2O9,phosphate_or_NASICON_like,Mo2P2O9,3.610831509051724,average_voltage,C_strict_post_DFT,GradientBoosting,3.610831509051724,4.046737875982852,0.4359063669311278,,,,average_voltage,GradientBoosting
91,Na0-1V2O5,NaV2O5,V2O5,transition_metal_oxide_like,V2O5,2.7115321290517223,average_voltage,C_strict_post_DFT,GradientBoosting,2.7115321290517223,2.393755188082263,0.3177769409694591,,,,average_voltage,GradientBoosting
92,Na0-0.25CrO2,NaCr4O8,CrO2,transition_metal_oxide_like,CrO2,3.597391406551725,average_voltage,C_strict_post_DFT,GradientBoosting,3.597391406551725,3.664210377956455,0.0668189714047295,,,,average_voltage,GradientBoosting
93,Na4-6Bi2B4SO16,Na6Bi2B4SO16,Bi2B4SO16,sulfate_like,Bi2B4SO16,3.7826880740517232,average_voltage,C_strict_post_DFT,GradientBoosting,3.7826880740517232,3.447255345702158,0.3354327283495646,,,,average_voltage,GradientBoosting
94,Na0-1V(GeO3)2,NaV(GeO3)2,V(GeO3)2,transition_metal_oxide_like,V(GeO3)2,3.156789026551724,average_voltage,C_strict_post_DFT,GradientBoosting,3.156789026551724,4.130484822408636,0.9736957958569112,,,,average_voltage,GradientBoosting
95,Na2-6Bi2C4SO16,Na6Bi2C4SO16,Bi2C4SO16,sulfate_like,Bi2C4SO16,2.808920395301722,average_voltage,C_strict_post_DFT,GradientBoosting,2.808920395301722,3.1062367596915244,0.2973163643898022,,,,average_voltage,GradientBoosting
96,Na2-3SiBiCO7,Na3SiBiCO7,SiBiCO7,silicate_like,SiBiCO7,3.485697316551711,average_voltage,C_strict_post_DFT,GradientBoosting,3.485697316551711,3.020310373494453,0.4653869430572581,,,,average_voltage,GradientBoosting
97,Na1-2VCSO7,Na2VCSO7,VCSO7,sulfate_like,VCSO7,2.888922099051729,average_voltage,C_strict_post_DFT,GradientBoosting,2.888922099051729,3.0746974470981705,0.1857753480464414,,,,average_voltage,GradientBoosting
98,Na4-6Cr2P(CO4)4,Na6Cr2P(CO4)4,Cr2P(CO4)4,phosphate_or_NASICON_like,Cr2P(CO4)4,2.998660504051716,average_voltage,C_strict_post_DFT,GradientBoosting,2.998660504051716,3.3393727735669247,0.3407122695152087,,,,average_voltage,GradientBoosting
99,Na2-3BiBPO7,Na3BiBPO7,BiBPO7,phosphate_or_NASICON_like,BiBPO7,3.637906706551721,average_voltage,C_strict_post_DFT,GradientBoosting,3.637906706551721,3.319809230000894,0.3180974765508271,,,,average_voltage,GradientBoosting
100,Na4-6V2P(CO4)4,Na6V2P(CO4)4,V2P(CO4)4,phosphate_or_NASICON_like,V2P(CO4)4,3.034058029051725,average_voltage,C_strict_post_DFT,GradientBoosting,3.034058029051725,3.3625607758217537,0.3285027467700288,,,,average_voltage,GradientBoosting
101,Na2-3VBPO7,Na3VBPO7,VBPO7,phosphate_or_NASICON_like,VBPO7,2.967536531551719,average_voltage,C_strict_post_DFT,GradientBoosting,2.967536531551719,2.9585176336135177,0.0090188979382013,,,,average_voltage,GradientBoosting
102,Na2-3SiBiBO7,Na3SiBiBO7,SiBiBO7,silicate_like,SiBiBO7,3.4957848715517232,average_voltage,C_strict_post_DFT,GradientBoosting,3.4957848715517232,3.245355300380847,0.2504295711708764,,,,average_voltage,GradientBoosting
103,Na1-2CrCSO7,Na2CrCSO7,CrCSO7,sulfate_like,CrCSO7,2.496419471551721,average_voltage,C_strict_post_DFT,GradientBoosting,2.496419471551721,3.4178697043330817,0.9214502327813604,,,,average_voltage,GradientBoosting
104,Na0-2V6O13,Na2V6O13,V6O13,transition_metal_oxide_like,V6O13,2.545130256551719,average_voltage,C_strict_post_DFT,GradientBoosting,2.545130256551719,2.9108117345131697,0.3656814779614508,,,,average_voltage,GradientBoosting
105,Na4-6V2C4SO16,Na6V2C4SO16,V2C4SO16,sulfate_like,V2C4SO16,2.300817919051727,average_voltage,C_strict_post_DFT,GradientBoosting,2.300817919051727,3.029248762130229,0.728430843078502,,,,average_voltage,GradientBoosting
106,Na0-1Mo2(PO4)3,NaMo2(PO4)3,Mo2(PO4)3,phosphate_or_NASICON_like,Mo2(PO4)3,3.008921911551742,average_voltage,C_strict_post_DFT,GradientBoosting,3.008921911551742,3.5033452807421384,0.4944233691903963,,,,average_voltage,GradientBoosting
